"","Sample","# ARG","# mobileARG_2","Stage","val"
"DRR171759","DRR171759",68,1,"CRC",1
"DRR127509","DRR127509",151,12,"CRC",12
"DRR127519","DRR127519",83,5,"CRC",5
"DRR171760","DRR171760",157,14,"CRC",14
"DRR127521","DRR127521",162,10,"CRC",10
"DRR171764","DRR171764",97,9,"CRC",9
"DRR127476","DRR127476",204,8,"CRC",8
"DRR171728","DRR171728",52,8,"CRC",8
"DRR171465","DRR171465",159,3,"CRC",3
"DRR127478","DRR127478",151,10,"CRC",10
"DRR171780","DRR171780",91,7,"CRC",7
"DRR171781","DRR171781",90,12,"CRC",12
"DRR171784","DRR171784",98,2,"CRC",2
"DRR171785","DRR171785",107,8,"CRC",8
"DRR127507","DRR127507",92,5,"CRC",5
"DRR171753","DRR171753",48,2,"CRC",2
"DRR172009","DRR172009",150,4,"CRC",4
"DRR171749","DRR171749",122,4,"CRC",4
"DRR171750","DRR171750",170,9,"CRC",9
"DRR127536","DRR127536",83,5,"CRC",5
"DRR171766","DRR171766",137,4,"CRC",4
"DRR171767","DRR171767",95,5,"CRC",5
"DRR171768","DRR171768",104,4,"CRC",4
"DRR171769","DRR171769",159,5,"CRC",5
"DRR127485","DRR127485",118,7,"CRC",7
"DRR171734","DRR171734",157,17,"CRC",17
"DRR171735","DRR171735",146,11,"CRC",11
"DRR171730","DRR171730",155,17,"CRC",17
"DRR127481","DRR127481",97,10,"CRC",10
"DRR171731","DRR171731",210,7,"CRC",7
"DRR171472","DRR171472",173,8,"CRC",8
"DRR171945","DRR171945",74,5,"CRC",5
"DRR171947","DRR171947",120,5,"CRC",5
"DRR127767","DRR127767",120,10,"CRC",10
"DRR171799","DRR171799",132,10,"CRC",10
"DRR171789","DRR171789",161,15,"CRC",15
"DRR127559","DRR127559",136,6,"CRC",6
"DRR171790","DRR171790",115,5,"CRC",5
"DRR171792","DRR171792",76,5,"CRC",5
"DRR171794","DRR171794",193,17,"CRC",17
"DRR171795","DRR171795",183,2,"CRC",2
"DRR127567","DRR127567",154,3,"CRC",3
"DRR171797","DRR171797",91,7,"CRC",7
"DRR127580","DRR127580",116,13,"CRC",13
"DRR171805","DRR171805",80,7,"CRC",7
"DRR171806","DRR171806",167,8,"CRC",8
"DRR171832","DRR171832",147,13,"CRC",13
"DRR127579","DRR127579",150,10,"CRC",10
"DRR171800","DRR171800",145,3,"CRC",3
"DRR171814","DRR171814",93,3,"CRC",3
"DRR171815","DRR171815",77,5,"CRC",5
"DRR127557","DRR127557",174,15,"CRC",15
"DRR171819","DRR171819",96,8,"CRC",8
"DRR171820","DRR171820",175,9,"CRC",9
"DRR162777","DRR162777",82,6,"CRC",6
"DRR171824","DRR171824",170,7,"CRC",7
"DRR127603","DRR127603",81,9,"CRC",9
"DRR127617","DRR127617",145,7,"CRC",7
"DRR162778","DRR162778",193,5,"CRC",5
"DRR162779","DRR162779",107,9,"CRC",9
"DRR171839","DRR171839",86,3,"CRC",3
"DRR171489","DRR171489",84,0,"CRC",0
"DRR171818","DRR171818",13,2,"CRC",2
"DRR171493","DRR171493",140,10,"CRC",10
"DRR127594","DRR127594",83,6,"CRC",6
"DRR171831","DRR171831",78,2,"CRC",2
"DRR171841","DRR171841",179,9,"CRC",9
"DRR127625","DRR127625",106,8,"CRC",8
"DRR171887","DRR171887",112,2,"CRC",2
"DRR171858","DRR171858",77,10,"CRC",10
"DRR171896","DRR171896",162,13,"CRC",13
"DRR127646","DRR127646",115,5,"CRC",5
"DRR127647","DRR127647",144,14,"CRC",14
"DRR127685","DRR127685",176,10,"CRC",10
"DRR171859","DRR171859",145,3,"CRC",3
"DRR171891","DRR171891",127,9,"CRC",9
"DRR171898","DRR171898",30,0,"CRC",0
"DRR171860","DRR171860",152,9,"CRC",9
"DRR171861","DRR171861",146,3,"CRC",3
"DRR171846","DRR171846",148,14,"CRC",14
"DRR171847","DRR171847",85,3,"CRC",3
"DRR171892","DRR171892",190,9,"CRC",9
"DRR171893","DRR171893",56,9,"CRC",9
"DRR171901","DRR171901",160,13,"CRC",13
"DRR171873","DRR171873",90,11,"CRC",11
"DRR171880","DRR171880",151,6,"CRC",6
"DRR127674","DRR127674",84,11,"CRC",11
"DRR171905","DRR171905",76,6,"CRC",6
"DRR171874","DRR171874",77,11,"CRC",11
"DRR171875","DRR171875",119,4,"CRC",4
"DRR171881","DRR171881",80,5,"CRC",5
"DRR171906","DRR171906",97,5,"CRC",5
"DRR127666","DRR127666",94,3,"CRC",3
"DRR171907","DRR171907",83,6,"CRC",6
"DRR171884","DRR171884",84,9,"CRC",9
"DRR127708","DRR127708",161,12,"CRC",12
"DRR127700","DRR127700",112,5,"CRC",5
"DRR171909","DRR171909",50,2,"CRC",2
"DRR127669","DRR127669",79,8,"CRC",8
"DRR171878","DRR171878",119,5,"CRC",5
"DRR171879","DRR171879",41,7,"CRC",7
"DRR171904","DRR171904",132,10,"CRC",10
"DRR171910","DRR171910",118,4,"CRC",4
"DRR171911","DRR171911",167,9,"CRC",9
"DRR171848","DRR171848",127,8,"CRC",8
"DRR171851","DRR171851",90,5,"CRC",5
"DRR127638","DRR127638",67,8,"CRC",8
"DRR171867","DRR171867",122,8,"CRC",8
"DRR127718","DRR127718",119,8,"CRC",8
"DRR171504","DRR171504",183,9,"CRC",9
"DRR171869","DRR171869",106,10,"CRC",10
"DRR171916","DRR171916",68,9,"CRC",9
"DRR171871","DRR171871",101,2,"CRC",2
"DRR127720","DRR127720",202,19,"CRC",19
"DRR171511","DRR171511",99,10,"CRC",10
"DRR171519","DRR171519",105,8,"CRC",8
"DRR171522","DRR171522",113,0,"CRC",0
"DRR171534","DRR171534",99,3,"CRC",3
"DRR171537","DRR171537",134,9,"CRC",9
"DRR171540","DRR171540",61,4,"CRC",4
"DRR171541","DRR171541",157,14,"CRC",14
"DRR171544","DRR171544",104,9,"CRC",9
"DRR171548","DRR171548",145,2,"CRC",2
"DRR171549","DRR171549",75,2,"CRC",2
"DRR171550","DRR171550",100,5,"CRC",5
"DRR171551","DRR171551",72,6,"CRC",6
"DRR171556","DRR171556",91,0,"CRC",0
"DRR171557","DRR171557",112,1,"CRC",1
"DRR171558","DRR171558",149,12,"CRC",12
"DRR171561","DRR171561",52,1,"CRC",1
"DRR171574","DRR171574",107,7,"CRC",7
"DRR171597","DRR171597",64,4,"CRC",4
"DRR171618","DRR171618",97,4,"CRC",4
"DRR171622","DRR171622",179,8,"CRC",8
"DRR171627","DRR171627",92,5,"CRC",5
"DRR171658","DRR171658",105,6,"CRC",6
"DRR171661","DRR171661",118,6,"CRC",6
"DRR171664","DRR171664",207,12,"CRC",12
"DRR171665","DRR171665",80,10,"CRC",10
"DRR171666","DRR171666",121,9,"CRC",9
"DRR171667","DRR171667",108,8,"CRC",8
"DRR171668","DRR171668",119,8,"CRC",8
"DRR171670","DRR171670",109,8,"CRC",8
"DRR171672","DRR171672",122,7,"CRC",7
"DRR171675","DRR171675",130,3,"CRC",3
"DRR171677","DRR171677",123,9,"CRC",9
"DRR171680","DRR171680",169,4,"CRC",4
"DRR171681","DRR171681",176,7,"CRC",7
"DRR171682","DRR171682",107,11,"CRC",11
"DRR171683","DRR171683",113,6,"CRC",6
"DRR171684","DRR171684",89,3,"CRC",3
"DRR171685","DRR171685",106,3,"CRC",3
"DRR171688","DRR171688",130,3,"CRC",3
"DRR171690","DRR171690",111,12,"CRC",12
"DRR171692","DRR171692",81,5,"CRC",5
"DRR171693","DRR171693",109,4,"CRC",4
"DRR171695","DRR171695",166,4,"CRC",4
"DRR171696","DRR171696",136,4,"CRC",4
"DRR171697","DRR171697",64,6,"CRC",6
"DRR171701","DRR171701",134,7,"CRC",7
"DRR171702","DRR171702",136,7,"CRC",7
"DRR171704","DRR171704",167,8,"CRC",8
"DRR171706","DRR171706",90,3,"CRC",3
"DRR171707","DRR171707",105,2,"CRC",2
"DRR171708","DRR171708",121,7,"CRC",7
"DRR171709","DRR171709",48,6,"CRC",6
"DRR171950","DRR171950",88,10,"CTRL",10
"DRR171957","DRR171957",88,8,"CTRL",8
"DRR171959","DRR171959",157,9,"CTRL",9
"DRR171919","DRR171919",92,3,"CTRL",3
"DRR171917","DRR171917",147,10,"CTRL",10
"DRR127724","DRR127724",145,5,"CTRL",5
"DRR171951","DRR171951",156,10,"CTRL",10
"DRR171952","DRR171952",91,3,"CTRL",3
"DRR171954","DRR171954",123,8,"CTRL",8
"DRR127777","DRR127777",116,7,"CTRL",7
"DRR171921","DRR171921",109,9,"CTRL",9
"DRR171953","DRR171953",111,8,"CTRL",8
"DRR127776","DRR127776",129,6,"CTRL",6
"DRR127751","DRR127751",177,8,"CTRL",8
"DRR171964","DRR171964",178,8,"CTRL",8
"DRR127752","DRR127752",139,12,"CTRL",12
"DRR171938","DRR171938",123,6,"CTRL",6
"DRR171939","DRR171939",131,10,"CTRL",10
"DRR171965","DRR171965",89,7,"CTRL",7
"DRR171737","DRR171737",154,10,"CTRL",10
"DRR171745","DRR171745",133,9,"CTRL",9
"DRR171747","DRR171747",88,5,"CTRL",5
"DRR171812","DRR171812",83,3,"CTRL",3
"DRR171741","DRR171741",159,3,"CTRL",3
"DRR171813","DRR171813",88,4,"CTRL",4
"DRR171755","DRR171755",95,8,"CTRL",8
"DRR127588","DRR127588",45,2,"CTRL",2
"DRR171798","DRR171798",134,4,"CTRL",4
"DRR127728","DRR127728",107,2,"CTRL",2
"DRR173017","DRR173017",108,1,"CTRL",1
"DRR171925","DRR171925",158,4,"CTRL",4
"DRR171762","DRR171762",95,2,"CTRL",2
"DRR127524","DRR127524",181,8,"CTRL",8
"DRR171763","DRR171763",172,4,"CTRL",4
"DRR171922","DRR171922",79,5,"CTRL",5
"DRR171765","DRR171765",153,13,"CTRL",13
"DRR171724","DRR171724",150,10,"CTRL",10
"DRR171923","DRR171923",193,16,"CTRL",16
"DRR127731","DRR127731",167,11,"CTRL",11
"DRR171725","DRR171725",92,2,"CTRL",2
"DRR171726","DRR171726",88,5,"CTRL",5
"DRR171727","DRR171727",179,12,"CTRL",12
"DRR127737","DRR127737",162,5,"CTRL",5
"DRR171928","DRR171928",149,6,"CTRL",6
"DRR171786","DRR171786",109,14,"CTRL",14
"DRR127736","DRR127736",143,8,"CTRL",8
"DRR171782","DRR171782",129,10,"CTRL",10
"DRR171930","DRR171930",135,7,"CTRL",7
"DRR171783","DRR171783",84,5,"CTRL",5
"DRR171931","DRR171931",94,6,"CTRL",6
"DRR127552","DRR127552",70,5,"CTRL",5
"DRR171933","DRR171933",192,9,"CTRL",9
"DRR171934","DRR171934",137,4,"CTRL",4
"DRR171467","DRR171467",99,7,"CTRL",7
"DRR171935","DRR171935",94,10,"CTRL",10
"DRR171936","DRR171936",119,7,"CTRL",7
"DRR171469","DRR171469",169,8,"CTRL",8
"DRR171771","DRR171771",143,10,"CTRL",10
"DRR127535","DRR127535",126,4,"CTRL",4
"DRR127748","DRR127748",68,8,"CTRL",8
"DRR127532","DRR127532",151,4,"CTRL",4
"DRR171770","DRR171770",83,5,"CTRL",5
"DRR171733","DRR171733",86,4,"CTRL",4
"DRR127755","DRR127755",146,13,"CTRL",13
"DRR127488","DRR127488",116,4,"CTRL",4
"DRR127756","DRR127756",174,9,"CTRL",9
"DRR171941","DRR171941",100,11,"CTRL",11
"DRR171942","DRR171942",74,3,"CTRL",3
"DRR171777","DRR171777",153,5,"CTRL",5
"DRR171779","DRR171779",85,8,"CTRL",8
"DRR127546","DRR127546",104,3,"CTRL",3
"DRR127537","DRR127537",156,11,"CTRL",11
"DRR171772","DRR171772",149,8,"CTRL",8
"DRR127762","DRR127762",106,5,"CTRL",5
"DRR171773","DRR171773",114,5,"CTRL",5
"DRR127763","DRR127763",109,4,"CTRL",4
"DRR171943","DRR171943",66,7,"CTRL",7
"DRR171948","DRR171948",90,8,"CTRL",8
"DRR171474","DRR171474",69,7,"CTRL",7
"DRR171802","DRR171802",160,4,"CTRL",4
"DRR171791","DRR171791",151,10,"CTRL",10
"DRR171793","DRR171793",107,4,"CTRL",4
"DRR171796","DRR171796",179,11,"CTRL",11
"DRR127583","DRR127583",94,8,"CTRL",8
"DRR171810","DRR171810",104,11,"CTRL",11
"DRR127616","DRR127616",93,11,"CTRL",11
"DRR162775","DRR162775",83,2,"CTRL",2
"DRR171477","DRR171477",182,12,"CTRL",12
"DRR171833","DRR171833",170,11,"CTRL",11
"DRR171807","DRR171807",137,7,"CTRL",7
"DRR171479","DRR171479",177,10,"CTRL",10
"DRR162776","DRR162776",131,18,"CTRL",18
"DRR171801","DRR171801",109,8,"CTRL",8
"DRR127596","DRR127596",137,3,"CTRL",3
"DRR127597","DRR127597",99,4,"CTRL",4
"DRR171821","DRR171821",104,4,"CTRL",4
"DRR171825","DRR171825",82,8,"CTRL",8
"DRR173016","DRR173016",77,5,"CTRL",5
"DRR127619","DRR127619",133,9,"CTRL",9
"DRR171838","DRR171838",76,1,"CTRL",1
"DRR171487","DRR171487",72,10,"CTRL",10
"DRR171840","DRR171840",86,6,"CTRL",6
"DRR171829","DRR171829",156,8,"CTRL",8
"DRR171488","DRR171488",121,4,"CTRL",4
"DRR127613","DRR127613",138,5,"CTRL",5
"DRR171816","DRR171816",45,2,"CTRL",2
"DRR171817","DRR171817",153,15,"CTRL",15
"DRR171834","DRR171834",80,6,"CTRL",6
"DRR171886","DRR171886",204,14,"CTRL",14
"DRR171855","DRR171855",87,4,"CTRL",4
"DRR171856","DRR171856",76,5,"CTRL",5
"DRR171842","DRR171842",88,9,"CTRL",9
"DRR171843","DRR171843",176,10,"CTRL",10
"DRR127692","DRR127692",167,8,"CTRL",8
"DRR127683","DRR127683",78,8,"CTRL",8
"DRR127628","DRR127628",142,4,"CTRL",4
"DRR171890","DRR171890",127,9,"CTRL",9
"DRR171897","DRR171897",143,8,"CTRL",8
"DRR127649","DRR127649",148,10,"CTRL",10
"DRR171845","DRR171845",60,2,"CTRL",2
"DRR171899","DRR171899",75,15,"CTRL",15
"DRR171862","DRR171862",114,8,"CTRL",8
"DRR171872","DRR171872",165,7,"CTRL",7
"DRR127672","DRR127672",73,10,"CTRL",10
"DRR127704","DRR127704",108,7,"CTRL",7
"DRR171876","DRR171876",78,5,"CTRL",5
"DRR127707","DRR127707",112,3,"CTRL",3
"DRR171902","DRR171902",12,2,"CTRL",2
"DRR127634","DRR127634",93,6,"CTRL",6
"DRR127713","DRR127713",105,6,"CTRL",6
"DRR171497","DRR171497",175,12,"CTRL",12
"DRR171863","DRR171863",79,3,"CTRL",3
"DRR171499","DRR171499",83,10,"CTRL",10
"DRR171849","DRR171849",171,13,"CTRL",13
"DRR171500","DRR171500",129,7,"CTRL",7
"DRR171850","DRR171850",93,5,"CTRL",5
"DRR171864","DRR171864",93,7,"CTRL",7
"DRR171865","DRR171865",161,15,"CTRL",15
"DRR171503","DRR171503",161,9,"CTRL",9
"DRR171915","DRR171915",153,7,"CTRL",7
"DRR171506","DRR171506",105,8,"CTRL",8
"DRR171852","DRR171852",142,18,"CTRL",18
"DRR171870","DRR171870",82,5,"CTRL",5
"DRR127721","DRR127721",150,17,"CTRL",17
"DRR171509","DRR171509",95,6,"CTRL",6
"DRR171513","DRR171513",157,13,"CTRL",13
"DRR171514","DRR171514",90,13,"CTRL",13
"DRR171515","DRR171515",87,2,"CTRL",2
"DRR171517","DRR171517",55,0,"CTRL",0
"DRR171518","DRR171518",55,2,"CTRL",2
"DRR171523","DRR171523",74,4,"CTRL",4
"DRR171525","DRR171525",90,12,"CTRL",12
"DRR171527","DRR171527",109,1,"CTRL",1
"DRR171530","DRR171530",134,6,"CTRL",6
"DRR171538","DRR171538",149,6,"CTRL",6
"DRR171539","DRR171539",172,13,"CTRL",13
"DRR171543","DRR171543",62,7,"CTRL",7
"DRR171545","DRR171545",144,7,"CTRL",7
"DRR171546","DRR171546",77,4,"CTRL",4
"DRR171552","DRR171552",57,8,"CTRL",8
"DRR171555","DRR171555",107,7,"CTRL",7
"DRR171560","DRR171560",119,6,"CTRL",6
"DRR171562","DRR171562",57,0,"CTRL",0
"DRR171563","DRR171563",174,11,"CTRL",11
"DRR171564","DRR171564",58,7,"CTRL",7
"DRR171565","DRR171565",80,10,"CTRL",10
"DRR171566","DRR171566",80,2,"CTRL",2
"DRR171567","DRR171567",96,12,"CTRL",12
"DRR171568","DRR171568",89,5,"CTRL",5
"DRR171569","DRR171569",107,7,"CTRL",7
"DRR171571","DRR171571",82,10,"CTRL",10
"DRR171572","DRR171572",118,9,"CTRL",9
"DRR171576","DRR171576",40,1,"CTRL",1
"DRR171578","DRR171578",86,6,"CTRL",6
"DRR171580","DRR171580",92,7,"CTRL",7
"DRR171581","DRR171581",158,7,"CTRL",7
"DRR171582","DRR171582",150,7,"CTRL",7
"DRR171585","DRR171585",105,4,"CTRL",4
"DRR171586","DRR171586",119,7,"CTRL",7
"DRR171587","DRR171587",112,1,"CTRL",1
"DRR171588","DRR171588",180,11,"CTRL",11
"DRR171589","DRR171589",153,28,"CTRL",28
"DRR171591","DRR171591",106,5,"CTRL",5
"DRR171592","DRR171592",68,2,"CTRL",2
"DRR171594","DRR171594",72,6,"CTRL",6
"DRR171598","DRR171598",162,6,"CTRL",6
"DRR171599","DRR171599",74,7,"CTRL",7
"DRR171601","DRR171601",84,5,"CTRL",5
"DRR171604","DRR171604",118,10,"CTRL",10
"DRR171605","DRR171605",123,4,"CTRL",4
"DRR171606","DRR171606",108,7,"CTRL",7
"DRR171607","DRR171607",85,4,"CTRL",4
"DRR171608","DRR171608",113,6,"CTRL",6
"DRR171610","DRR171610",131,14,"CTRL",14
"DRR171613","DRR171613",117,5,"CTRL",5
"DRR171616","DRR171616",112,12,"CTRL",12
"DRR171617","DRR171617",84,0,"CTRL",0
"DRR171619","DRR171619",109,12,"CTRL",12
"DRR171620","DRR171620",115,6,"CTRL",6
"DRR171621","DRR171621",165,6,"CTRL",6
"DRR171623","DRR171623",68,12,"CTRL",12
"DRR171624","DRR171624",153,7,"CTRL",7
"DRR171625","DRR171625",164,4,"CTRL",4
"DRR171626","DRR171626",78,3,"CTRL",3
"DRR171628","DRR171628",173,6,"CTRL",6
"DRR171629","DRR171629",99,7,"CTRL",7
"DRR171631","DRR171631",91,11,"CTRL",11
"DRR171637","DRR171637",84,9,"CTRL",9
"DRR171639","DRR171639",108,8,"CTRL",8
"DRR171640","DRR171640",176,10,"CTRL",10
"DRR171641","DRR171641",71,5,"CTRL",5
"DRR171642","DRR171642",107,7,"CTRL",7
"DRR171643","DRR171643",81,7,"CTRL",7
"DRR171644","DRR171644",136,2,"CTRL",2
"DRR171645","DRR171645",207,22,"CTRL",22
"DRR171646","DRR171646",97,10,"CTRL",10
"DRR171647","DRR171647",58,7,"CTRL",7
"DRR171648","DRR171648",107,8,"CTRL",8
"DRR171650","DRR171650",81,4,"CTRL",4
"DRR171651","DRR171651",128,9,"CTRL",9
"DRR171652","DRR171652",170,11,"CTRL",11
"DRR171653","DRR171653",16,1,"CTRL",1
"DRR171654","DRR171654",83,6,"CTRL",6
"DRR171655","DRR171655",126,12,"CTRL",12
"DRR171656","DRR171656",96,4,"CTRL",4
"DRR171657","DRR171657",135,11,"CTRL",11
"DRR171659","DRR171659",94,8,"CTRL",8
"DRR171662","DRR171662",72,4,"CTRL",4
"DRR171663","DRR171663",47,9,"CTRL",9
"DRR171673","DRR171673",188,12,"CTRL",12
"DRR171676","DRR171676",141,11,"CTRL",11
"DRR171686","DRR171686",109,5,"CTRL",5
"DRR171689","DRR171689",97,4,"CTRL",4
"DRR171691","DRR171691",110,11,"CTRL",11
"DRR171694","DRR171694",129,10,"CTRL",10
"DRR171698","DRR171698",111,9,"CTRL",9
"DRR171700","DRR171700",85,5,"CTRL",5
"DRR171705","DRR171705",145,4,"CTRL",4
"DRR171710","DRR171710",112,6,"CTRL",6
"DRR171711","DRR171711",104,7,"CTRL",7
"DRR171712","DRR171712",138,12,"CTRL",12
"DRR171713","DRR171713",158,0,"CTRL",0
"DRR171714","DRR171714",68,8,"CTRL",8
"DRR171715","DRR171715",80,3,"CTRL",3
"DRR171716","DRR171716",107,8,"CTRL",8
"DRR171717","DRR171717",72,2,"CTRL",2
"DRR171718","DRR171718",5,0,"CTRL",0
"DRR171719","DRR171719",108,9,"CTRL",9
"DRR171720","DRR171720",97,5,"CTRL",5
"DRR171721","DRR171721",40,2,"CTRL",2
"DRR171722","DRR171722",74,6,"CTRL",6
"DRR171723","DRR171723",125,6,"CTRL",6
